param_logreg__C,mean_train_score,std_train_score,mean_test_score,std_test_score
0.01,0.8656288676436297,0.0021021179724441457,0.8602930889132032,0.009331100518295353
0.1,0.8657642912234758,0.002092790335720507,0.8606051909382793,0.009033856661336047
1.0,0.865796577639863,0.0020866203642901614,0.8606590016322576,0.008966932124058694
10.0,0.8657963534286381,0.002089103341271764,0.8606590016322577,0.008980928699461758
100.0,0.8657956807949633,0.002090322536477943,0.8606625890118563,0.008986578508150014
